"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-01","2.5",,"0.0","0.0","0.0",,"0.6","-4.3",,"  280","  300","6.3","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-02","5.5",,"8.4","79.0","0.0",,"0.6","-7.7",,"   50","   50","9.4","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-03","4.7",,"7.4","84.0","150.0",,"-7.7","-12.7",,"  360","  310","9.4","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-04","2.2",,"0.0","0.0","150.0",,"-1.6","-13.2",,"  260","  240","4.0","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-05","1.7",,"3.6","0.0","100.0",,"4.4","-2.7",,"   70","  240","3.1","7.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-06","3.8",,"9.1","0.0","30.0",,"12.8","-7.1",,"  290","  300","8.1","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-07","5.9",,"0.0","0.0","0.0",,"-7.1","-15.5",,"  280","  270","10.3","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-08","3.2",,"0.0","0.0","0.0",,"-5.5","-12.7",,"  290","  290","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-09","1.3",,"0.0","0.0","0.0",,"0.0","-5.5",,"  350","  320","5.4","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-10","1.5",,"2.8","0.0","0.0",,"2.8","-1.0",,"   50","  160","3.6","4.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-11","3.2",,"12.7","0.0","0.0",,"14.4","2.8",,"  180","  170","7.6","12.5","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-12","3.7",,"1.3","0.0","0.0",,"12.2","3.3",,"  290","  290","8.9","13.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-13","2.3",,"0.0","0.0","0.0",,"10.6","2.8",,"  180","  170","6.3","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-14","2.2",,"9.7","0.0","0.0",,"11.1","6.7",,"  230","  250","5.8","9.8","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-15","1.3",,"0.0","0.0","0.0",,"8.3","3.9",,"  160","  190","5.4","7.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-16","1.8",,"0.0","0.0","0.0",,"5.6","2.2",,"   10","   50","4.5","6.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-17","1.6",,"0.0","0.0","0.0",,"6.7","0.6",,"  170","  180","5.4","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-18","3.2",,"1.8","0.0","0.0",,"5.0","-1.6",,"  290","  300","6.7","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-19","3.3",,"0.0","0.0","0.0",,"3.3","-4.3",,"  260","  250","9.4","15.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-20","3.3",,"0.0","0.0","0.0",,"7.8","-0.5",,"  270","  280","7.6","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-21","4.7",,"11.7","279.0","0.0",,"-0.5","-11.6",,"   30","   40","8.9","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-22","3.9",,"0.5","13.0","280.0",,"-8.2","-14.9",,"  360","  350","9.8","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-23","3.2",,"0.0","0.0","180.0",,"-6.6","-13.8",,"  290","  280","7.2","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-24","3.6",,"0.0","0.0","150.0",,"-6.6","-12.1",,"  250","  240","7.6","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-25","3.4",,"1.0","25.0","100.0",,"-2.1","-7.1",,"  230","  240","7.6","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-26",,,"0.0","0.0","100.0",,"1.1","-8.2",,"  280","  280","7.2","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-27","3.5",,"0.0","0.0","80.0",,"6.7","-6.0",,"  300","  300","7.6","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-28","2.7",,"0.0","0.0","30.0",,"-6.0","-11.0",,"  310","  280","6.7","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-29","2.9",,"1.0","20.0","50.0",,"-4.9","-9.9",,"  260","  250","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-30","1.7",,"0.0","0.0","25.0",,"-1.0","-8.8",,"  270","  270","4.0","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-01-31","2.2",,"0.0","0.0","30.0",,"3.9","-3.8",,"  260","  260","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-01","1.6",,"0.0","0.0","30.0",,"7.2","2.2",,"  180","  190","5.8","8.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-02","1.4",,"0.0","0.0","30.0",,"13.3","3.9",,"  360","  360","4.5","6.7",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-03","3.0",,"29.7","203.0","30.0",,"6.1","-2.7",,"   20","   20","4.5","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-04","1.0",,"0.0","0.0","200.0",,"1.7","-5.5",,"   60",,"3.1",,,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-05","3.2",,"36.3","102.0","230.0",,"1.1","-1.6",,"   60","   70","6.7","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-06","1.8",,"0.0","0.0","230.0",,"0.0","-6.0",,"  310","  310","5.8","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-07","3.0",,"0.0","0.0","230.0",,"0.0","-4.3",,"  280","  270","6.7","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-08","2.2",,"0.0","0.0","230.0",,"-1.6","-6.0",,"  280","  270","5.4","7.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-09","1.6",,"2.5","30.0","200.0",,"-0.5","-6.0",,"  270","  270","5.4","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-10","3.2",,"0.0","0.0","250.0",,"-1.6","-6.0",,"  310","  320","6.7","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-11","2.4",,"0.0","0.0","250.0",,"-3.2","-8.8",,"  280","  270","6.3","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-12","2.6",,"0.0","0.0","250.0",,"-3.8","-10.5",,"   60","   50","6.3","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-13","5.6",,"45.2","241.0","300.0",,"2.2","-4.3",,"   60","   80","11.2","17.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-14","4.7",,"7.6","76.0","460.0",,"4.4","-0.5",,"  290","  280","9.8","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-15","4.2",,"3.3","41.0","460.0",,"2.8","-2.7",,"   60","  310","8.1","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-16","4.0",,"0.0","0.0","460.0",,"-1.0","-6.0",,"  310","  300","8.1","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-17","2.4",,"0.0","0.0","430.0",,"0.0","-7.7",,"  310","  300","7.2","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-18","2.3",,"4.1","38.0","460.0",,"3.9","-3.2",,"  280","  280","7.2","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-19","2.3",,"6.6","0.0","430.0",,"7.2","1.1",,"  150","  290","7.2","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-20","2.2",,"0.8","0.0","380.0",,"10.6","2.8",,"  160","  180","6.3","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-21","3.3",,"2.3","0.0","330.0",,"9.4","2.2",,"  290","  290","9.4","14.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-22","3.2",,"0.0","0.0","250.0",,"12.2","4.4",,"  260","  260","7.6","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-23","2.4",,"0.0","0.0","230.0",,"12.2","6.1",,"  290","  300","8.1","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-24","4.2",,"0.0","0.0","150.0",,"6.7","-2.7",,"  320","  280","7.6","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-25","3.1",,"0.0","0.0","150.0",,"0.6","-4.3",,"  280","  280","8.1","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-26","2.4",,"0.8","5.0","150.0",,"-0.5","-6.6",,"  320","  300","7.6","13.0",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-27","3.8",,"0.0","0.0","150.0",,"1.1","-9.9",,"  290","  290","9.4","17.4",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-02-28","2.1",,"0.0","0.0","150.0",,"-4.3","-12.7",,"  280","  330","6.7","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-01","2.0",,"0.0","0.0","150.0",,"2.8","-6.6",,"  260","  260","5.4","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-02","1.7",,"0.0","0.0","130.0",,"4.4","0.0",,"  260","  250","5.8","8.9",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-03","3.0",,"1.0","3.0","130.0",,"0.0","-8.2",,"  360","  340","7.2","10.7",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-04","2.1",,"0.0","0.0","130.0",,"-1.6","-10.5",,"   40","   40","5.8","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-05","2.3",,"0.0","0.0","100.0",,"3.9","-3.2",,"   30","   40","7.6","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-06","3.8",,"0.0","0.0","100.0",,"-0.5","-8.8",,"   50","   10","7.6","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-07","3.5",,"0.0","0.0","100.0",,"2.8","-3.2",,"   60","   50","7.2","9.8",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-08","2.6",,"0.0","0.0","80.0",,"13.9","1.7",,"  290","  290","7.6","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-09","2.8",,"0.0","0.0","50.0",,"6.7","2.2",,"  320","  310","6.7","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-10","2.4",,"0.0","0.0","30.0",,"10.6","2.2",,"  260","  250","6.7","12.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-11","2.1",,"0.0","0.0","0.0",,"18.9","7.2",,"  250","  250","5.8","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-12","2.4",,"8.9","0.0","0.0",,"13.3","0.0",,"  310","  320","8.9","15.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-13","6.3",,"0.0","0.0","0.0",,"0.0","-7.7",,"  310","  320","10.3","17.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-14","2.5",,"0.0","0.0","0.0",,"7.8","-5.5",,"  260","  250","6.3","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-15","4.0",,"0.0","0.0","0.0",,"14.4","5.6",,"  290","  300","9.4","14.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-16","3.4",,"0.0","0.0","0.0",,"5.6","-1.0",,"  310","  310","7.2","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-17","3.6",,"0.0","0.0","0.0",,"1.7","-4.9",,"   40","   10","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-18","3.1",,"0.0","0.0","0.0",,"6.1","-2.1",,"   60","   60","8.9","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-19","3.2",,"23.4","0.0","0.0",,"7.8","0.0",,"  110","  130","6.7","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-20","3.6",,"0.0","0.0","0.0",,"12.2","4.4",,"  280","  280","8.9","14.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-21","3.4",,"0.0","0.0","0.0",,"10.6","3.9",,"  310","  280","7.2","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-22","3.1",,"0.0","0.0","0.0",,"17.2","5.0",,"  280","  270","8.1","14.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-23","3.3",,"0.0","0.0","0.0",,"5.6","-2.7",,"  310","  310","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-24","3.0",,"0.0","0.0","0.0",,"1.7","-6.0",,"  350","   10","6.7","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-25","2.6",,"0.0","0.0","0.0",,"3.9","-3.2",,"   50","   60","7.2","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-26","5.3",,"0.0","0.0","0.0",,"2.2","-4.3",,"  310","  310","10.3","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-27","3.0",,"0.0","0.0","0.0",,"6.7","-5.5",,"  210","  240","6.3","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-28","2.4",,"1.0","0.0","0.0",,"16.7","2.8",,"  240","  260","5.8","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-29","4.8",,"46.0","0.0","0.0",,"15.0","6.1",,"   70","   60","10.3","15.7","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-30","4.5",,"8.9","0.0","0.0",,"9.4","3.9",,"   10","   30","9.4","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-03-31","3.7",,"4.1","0.0","0.0",,"13.3","2.2",,"  340","   10","5.8","11.2","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-01","2.1",,"0.0","0.0","0.0",,"15.6","3.9",,"   20","   20","7.6","10.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-02","0.9",,"0.0","0.0","0.0",,"12.2","5.6",,"  230","  240","4.0","6.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-03","1.7",,"1.8","0.0","0.0",,"19.4","7.8",,"  190","  190","4.5","6.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-04","3.8",,"5.3","0.0","0.0",,"8.3","4.4",,"   90","  140","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-05","3.8",,"0.0","0.0","0.0",,"12.2","4.4",,"  280","  290","8.9","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-06","1.9",,"0.0","0.0","0.0",,"16.1","2.2",,"  280","  310","5.8","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-07","2.7",,"13.2","0.0","0.0",,"11.7","6.1",,"   70","   50","7.2","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-08","3.1",,"8.6","0.0","0.0",,"17.8","7.8",,"  290","  250","7.6","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-09","3.1",,"0.0","0.0","0.0",,"16.1","7.2",,"  310","  310","7.6","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-10","3.1",,"0.0","0.0","0.0",,"14.4","5.6",,"  170","  180","7.2","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-11","2.6",,"0.0","0.0","0.0",,"23.9","13.3",,"  270","  260","5.8","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-12","1.9",,"0.0","0.0","0.0",,"22.8","10.0",,"  210","  180","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-13","2.6",,"0.0","0.0","0.0",,"25.0","12.2",,"  180","  180","6.7","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-14","3.3",,"0.0","0.0","0.0",,"23.9","15.0",,"  180","  180","7.6","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-15","3.9",,"18.0","0.0","0.0",,"17.2","0.6",,"  310","  320","7.6","13.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-16","3.4",,"1.3","0.0","0.0",,"9.4","-0.5",,"  310","  300","7.2","13.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-17","3.5",,"0.0","0.0","0.0",,"8.9","2.2",,"   60","   50","7.6","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-18","2.4",,"0.0","0.0","0.0",,"9.4","1.7",,"   70","   40","6.3","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-19","2.5",,"0.0","0.0","0.0",,"20.0","5.0",,"   50","   50","7.2","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-20","2.8",,"0.0","0.0","0.0",,"15.6","7.2",,"   70","   60","7.2","11.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-21","1.9",,"0.0","0.0","0.0",,"19.4","5.0",,"  150","  150","5.8","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-22","2.5",,"0.3","0.0","0.0",,"21.7","10.6",,"  240","  240","5.8","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-23","4.2",,"0.0","0.0","0.0",,"16.1","6.7",,"  310","  300","9.4","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-24","3.8",,"0.0","0.0","0.0",,"16.7","5.6",,"  310","  310","8.1","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-25","2.2",,"0.5","0.0","0.0",,"17.2","6.7",,"  170","  180","7.2","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-26","2.4",,"23.4","0.0","0.0",,"19.4","7.8",,"  170","  290","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-27","2.6",,"0.0","0.0","0.0",,"15.0","8.3",,"   10","  300","7.2","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-28","1.9",,"0.0","0.0","0.0",,"19.4","7.2",,"   30","   40","6.3","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-29","4.0",,"0.8","0.0","0.0",,"11.1","6.1",,"  110","  140","7.2","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-04-30","3.7",,"126.2","0.0","0.0",,"11.1","5.0",,"   70","  110","8.1","11.6","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-01","2.0",,"3.0","0.0","0.0",,"25.6","10.6",,"  290","  300","5.8","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-02","2.0",,"0.0","0.0","0.0",,"21.1","13.3",,"  290","  280","7.2","11.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-03","1.5",,"2.0","0.0","0.0",,"21.7","12.2",,"  280","  290","5.4","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-04","3.7",,"0.5","0.0","0.0",,"18.3","12.2",,"  280","  290","9.4","15.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-05","3.3",,"0.0","0.0","0.0",,"21.1","10.0",,"  310","  310","7.2","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-06","1.7",,"0.0","0.0","0.0",,"21.7","11.1",,"  310","   10","5.8","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-07","1.8",,"0.0","0.0","0.0",,"20.6","10.0",,"  180","  180","5.8","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-08","2.0",,"10.4","0.0","0.0",,"15.0","11.7",,"   60",,"3.6",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-09","1.4",,"1.0","0.0","0.0",,"17.2","12.8",,"   70","   80","5.8","7.6",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-10","2.0",,"9.4","0.0","0.0",,"28.3","13.9",,"  320","  270","7.6","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-11","1.4",,"0.8","0.0","0.0",,"27.8","15.6",,"  270","  290","5.8","8.5","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-12","0.8",,"0.0","0.0","0.0",,"29.4","17.8",,"  170","  150","4.5","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-13","3.2",,"0.0","0.0","0.0",,"22.8","11.7",,"   60","   80","8.9","12.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-14","2.1",,"0.3","0.0","0.0",,"21.7","11.1",,"   70","   40","4.5","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-15","2.4",,"3.8","0.0","0.0",,"21.7","14.4",,"  160","  170","5.8","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-16","2.9",,"39.1","0.0","0.0",,"20.0","14.4",,"  160","  170","7.2","13.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-17","2.2",,"0.0","0.0","0.0",,"21.1","11.7",,"  250","  250","5.8","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-18","2.6",,"0.0","0.0","0.0",,"19.4","10.6",,"  300","   50","5.4","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-19","2.1",,"0.0","0.0","0.0",,"22.2","9.4",,"  310","  280","6.3","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-20","1.4",,"0.0","0.0","0.0",,"25.6","11.7",,"  290","  270","5.8","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-21","1.1",,"0.0","0.0","0.0",,"23.3","17.2",,"  290","  270","4.5","6.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-22","1.4",,"6.1","0.0","0.0",,"19.4","15.0",,"  120","  120","4.5","6.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-23","1.9",,"23.1","0.0","0.0",,"21.7","13.3",,"  260","  250","5.8","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-24","1.6",,"10.2","0.0","0.0",,"21.1","13.9",,"   60","   20","5.4","6.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-25","0.9",,"0.0","0.0","0.0",,"26.7","12.8",,"   60","  290","4.5","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-26","2.2",,"0.0","0.0","0.0",,"30.0","18.9",,"  260","  290","6.3","9.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-27","1.9",,"0.0","0.0","0.0",,"30.0","17.8",,"  260","  270","7.2","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-28","3.4",,"0.0","0.0","0.0",,"17.8","12.2",,"   60","   70","7.2","9.8",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-29","1.9",,"0.0","0.0","0.0",,"18.9","10.6",,"   60","  180","5.8","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-30","1.1",,"0.0","0.0","0.0",,"23.9","12.8",,"   50","   50","7.2","9.4",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-05-31","2.6",,"1.3","0.0","0.0",,"22.8","13.9",,"   60","   50","8.9","12.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-01","1.6",,"0.0","0.0","0.0",,"25.0","12.8",,"  250","  250","4.5","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-02","2.0",,"0.0","0.0","0.0",,"26.7","15.0",,"  170","  150","4.5","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-03","1.8",,"3.0","0.0","0.0",,"30.6","18.3",,"  160","  170","5.8","9.8","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-04","1.6",,"0.0","0.0","0.0",,"27.8","17.2",,"   70","  150","4.5","7.2",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-05","2.5",,"22.1","0.0","0.0",,"24.4","16.1",,"   10","  310","5.8","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-06","2.0",,"0.0","0.0","0.0",,"24.4","16.1",,"  310","  290","4.5","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-07","1.3",,"0.0","0.0","0.0",,"27.8","15.6",,"  240","  240","4.0","6.7",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-08","1.3",,"0.0","0.0","0.0",,"30.0","18.9",,"  250","  260","5.8","8.5",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-09","1.9",,"40.6","0.0","0.0",,"22.8","17.2",,"   70","  140","4.0","6.7","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-10","1.5",,"0.0","0.0","0.0",,"25.0","18.3",,"  110","  110","3.6","4.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-11","3.2",,"0.5","0.0","0.0",,"21.1","16.1",,"   80","   50","7.2","10.3",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-06-12","2.5",,"1.8","0.0","0.0",,"22.8","15.6",,"   60","   90","4.5","6.7",,,,,,,
